,Song,Artist,Genre,Composed,Release_year,Different albums,Covers,Rating
1933,Rock 'N' Roll High School,Ramones,Pop/Rock,Dee Dee Ramone,1978,22,3,3.25
1934,Sheena Is a Punk Rocker,Ramones,Pop/Rock,Ramones,1981,15,6,2.8125
1935,Pet Sematary,Ramones,Pop/Rock,Dee Dee Ramone,1989,11,7,2.5
1936,I Wanna Be Sedated,Ramones,Pop/Rock,Ramones,1980,16,16,2.5384615384615383
1937,Let's Dance,Ramones,Pop/Rock,Jim Lee,1976,9,44,3.625
1938,Poison Heart,James Last,Aggressive,Dee Dee Ramone,1992,10,0,2.4285714285714284
1939,California Sun,Ramones,Pop/Rock,Henry Glover,1977,11,37,2.9285714285714284
1940,I Believe in Miracles,Ramones,Pop/Rock,Dee Dee Ramone,1989,7,3,2.642857142857143
1941,Do You Remember Rock and Roll Radio,Ramones,Pop/Rock,Ramones,1980,10,3,3.5
1942,Do You Wanna Dance,Ramones,Pop/Rock,Bobby Freeman,1978,6,57,3.375
1943,Judy Is a Punk,Ramones,Pop/Rock,Ramones,1976,9,1,2.833333333333333
1944,But Not For Me,Jackie Gleason,Easy Listening,George Gershwin,1953,10,519,3.0
1945,Melancholy Serenade,Jackie Gleason,Easy Listening,Jackie Gleason,1954,8,16,3.25
1946,I'll Be Home for Christmas,Jackie Gleason,Easy Listening,Kim Gannon,1956,8,776,2.833333333333333
1947,Tenderly,Jackie Gleason,Easy Listening,Walter Gross,1953,8,503,2.4166666666666665
1948,I'm in the Mood for Love,Jackie Gleason,Easy Listening,Dorothy Fields,1953,7,319,2.9166666666666665
1949,My Funny Valentine,Jackie Gleason,Easy Listening,Lorenz Hart,1953,6,1077,2.8
1950,I Only Have Eyes for You,Jackie Gleason,Easy Listening,Al Dubin,1953,5,411,2.8
1951,Body and Soul,Jackie Gleason,Easy Listening,Frank Eyton,1953,5,1017,2.8
1952,I Can't Get Started,Jackie Gleason,Easy Listening,Vernon Duke,1954,5,572,3.0
1953,Love Is Here to Stay,Jackie Gleason,Easy Listening,George Gershwin,1953,7,467,2.571428571428572
1954,Man I Love,Jackie Gleason,Easy Listening,George Gershwin,1957,7,609,3.1
1955,It All Depends on You,Jackie Gleason,Easy Listening,Lew Brown,1957,6,71,2.5
1956,I Got It Bad (And That Ain't Good),Jackie Gleason,Soothing,Duke Ellington,1954,2,343,3.0
1957,Halloween Theme (Main Title),John Carpenter,Electronic,John Carpenter,1978,1,0,3.5
1958,Halloween Theme,John Carpenter,Brooding,John Carpenter,1981,4,6,3.1666666666666665
1959,Haunted House,John Carpenter,Menacing,John Carpenter,1978,2,1,3.5
1960,Blue Train,John Coltrane,Jazz,John Coltrane,1958,88,28,2.95945945945946
1961,Naima,John Coltrane,Jazz,John Coltrane,1958,66,307,2.911764705882353
1962,My One and Only Love,John Coltrane ,Vocal,Robert Mellin,1996,74,447,3.0384615384615383
1963,My Favorite Things,John Coltrane,Jazz,Oscar Hammerstein II,1961,44,449,2.862068965517241
1964,My Little Brown Book,John Coltrane,Jazz,Billy Strayhorn,1963,54,47,3.75
1965,Impressions,John Coltrane,Jazz,John Coltrane,1961,31,144,3.235294117647059
1966,Giant Steps,John Coltrane,Jazz,John Coltrane,1958,47,309,3.25
1967,In a Sentimental Mood,John Coltrane ,Jazz,Duke Ellington,2000,48,197,3.8333333333333335
1968,I Want to Talk About You,John Coltrane,Jazz,Billy Eckstine,1958,29,72,3.2666666666666666
1969,Mr. P.C.,John Coltrane,Jazz,John Coltrane,1960,25,81,3.5454545454545454
1970,Lush Life,John Coltrane ,Jazz,Billy Strayhorn,1963,33,511,3.25
1971,Cousin Mary,John Coltrane,Jazz,John Coltrane,1958,25,29,3.3
1972,Countdown,John Coltrane,Jazz,John Coltrane,1958,25,53,3.3846153846153846
1973,Traneing In,John Coltrane,Jazz,John Coltrane,1961,20,5,2.8461538461538463
1974,"Love Supreme, Pt. 1: Acknowledgement",John Coltrane,Jazz,John Coltrane,1963,20,8,3.375
1975,Russian Lullaby,John Coltrane,Jazz,Irving Berlin,1958,23,109,3.3461538461538463
1976,Afro Blue,John Coltrane,Vocal,Mongo Santamaría,1963,9,115,3.0
1977,Alabama,John Coltrane,Jazz,John Coltrane,1963,16,26,3.4166666666666665
1978,Love Hurts,Gram Parsons,Pop/Rock,Boudleaux Bryant,1974,11,104,3.75
1979,New Soft Shoe,Gram Parsons,Pop/Rock,Gram Parsons,1973,9,3,3.5
1980,Song for You,Gram Parsons,Pop/Rock,Gram Parsons,1973,8,10,3.5
1981,Brass Buttons,Gram Parsons,Pop/Rock,Gram Parsons,1974,8,9,3.375
1982,We'll Sweep out the Ashes in the Morning,Gram Parsons,Pop/Rock,Joyce Ann Allsup,1973,7,0,3.4285714285714284
1983,Still Feeling Blue,Gram Parsons,Pop/Rock,Gram Parsons,1973,7,9,3.4285714285714284
1984,Streets of Baltimore,Gram Parsons,Pop/Rock,Tompall Glaser,1990,6,22,3.25
1985,Return of the Grievous Angel,Gram Parsons,Pop/Rock,Gram Parsons,1982,6,6,3.083333333333333
1986,Ooh las Vegas,Gram Parsons,Pop/Rock,Rick Grech,1974,5,5,3.9
1987,How Much I've Lied,Gram Parsons,Pop/Rock,Gram Parsons,1982,6,5,3.25
1988,That's All It Took,Gram Parsons,Pop/Rock,Darrell Edwards,1973,5,5,3.1
1989,In My Hour of Darkness,Gram Parsons,Pop/Rock,Emmylou Harris,1974,5,8,3.9
1990,$1000 Wedding,Gram Parsons,Pop/Rock,Gram Parsons,1974,4,5,3.875
1991,Hearts on Fire,Gram Parsons,Pop/Rock,Walter Egan,1974,4,7,3.875
1992,We'll Sweep Out the Ashes in the Morning,Gram Parsons & the Fallen Angels,Pop/Rock,Joyce Ann Allsup,1982,1,6,4.0
1993,Sleepless Nights,Emmylou Harris ,Country,Boudleaux Bryant,1996,2,19,3.75
1994,I'm So Lonesome I Could Cry,Hank Williams,Country,Hank Williams,1952,92,241,3.081395348837209
1995,Lovesick Blues,Hank Williams,Country,Cliff Friend,1961,93,108,2.803921568627451
1996,I Saw the Light,Hank Williams,Religious,Hank Williams,1952,74,196,2.926829268292683
1997,"Hey, Good Lookin'",Hank Williams,Country,Hank Williams,1953,69,171,3.0972222222222223
1998,"Cold, Cold Heart",Hank Williams,Country,Hank Williams,1953,67,178,3.057142857142857
1999,Honky Tonkin',Hank Williams,Country,Hank Williams,1957,65,40,2.91025641025641
2000,Long Gone Lonesome Blues,Hank Williams,Country,Hank Williams,1961,60,38,3.032258064516129
2001,Mind Your Own Business,Hank Williams,Country,Hank Williams,1957,52,54,3.2857142857142856
2002,I'm a Long Gone Daddy,Hank Williams,Country,Hank Williams,1961,51,14,3.0535714285714284
2003,Champion,Buju Banton,Reggae,Mark Myrie,1999,16,0,3.5
2004,Untold Stories,Buju Banton,Reggae,Glen Browne,1995,7,0,3.7142857142857135
2005,Good Lookin' Gal,Buju Banton,Reggae,Mark Myrie,1993,5,0,2.333333333333333
2006,Up Close and Personal,Buju Banton,Reggae,Anthony Kelly,1998,5,0,2.375
2007,Murderer,Buju Banton,Reggae,"Clement ""Coxsone"" Dodd",2001,8,0,3.5
2008,Ring the Alarm Quick,Buju Banton ,Reggae,Mark Myrie,1993,4,1,3.1666666666666665
2009,Who Say,Buju Banton ,Reggae,Beres Hammond,1992,3,1,2.5
2010,Make My Day,Buju Banton,Reggae,Dave Kelly,1993,1,0,4.0
2011,Money,Pink Floyd,Pop/Rock,Roger Waters,1972,21,80,3.083333333333333
2012,"Another Brick in the Wall, Pt. 2",Pink Floyd,Pop/Rock,Roger Waters,1979,25,33,3.2777777777777777
2013,Wish You Were Here,Pink Floyd,Pop/Rock,David Gilmour,1975,16,80,3.2222222222222223
2014,Run Like Hell,Pink Floyd,Pop/Rock,David Gilmour,1983,11,22,2.9285714285714284
2015,Time,Pink Floyd,Pop/Rock,David Gilmour,1972,13,31,3.388888888888889
2016,"Careful With That Axe, Eugene",Pink Floyd,Pop/Rock,David Gilmour,1969,9,3,3.4375
2017,Comfortably Numb,Pink Floyd,Pop/Rock,David Gilmour,1983,9,60,3.357142857142857
2018,Us and Them,Pink Floyd,Pop/Rock,Roger Waters,1972,10,22,3.0
2019,One Slip,Pink Floyd,Pop/Rock,David Gilmour,1987,8,0,2.833333333333333
2020,Learning to Fly,Pink Floyd,Pop/Rock,Jon Carin,1987,11,5,3.5
2021,Set the Controls for the Heart of the Sun,Pink Floyd,Pop/Rock,Roger Waters,1968,9,17,3.1875
2022,See Emily Play,Pink Floyd,Pop/Rock,Syd Barrett,1967,17,13,3.333333333333333
2023,One of These Days,Pink Floyd,Pop/Rock,David Gilmour,1971,9,13,2.875
2024,On the Turning Away,Pink Floyd,Pop/Rock,David Gilmour,1987,7,9,3.1
2025,Astronomy Domine,Pink Floyd,Pop/Rock,Syd Barrett,1967,8,16,3.583333333333333
2026,Keep Talking,Pink Floyd,Pop/Rock,David Gilmour,1994,5,0,3.0
2027,Sorrow,Pink Floyd,Pop/Rock,David Gilmour,1987,7,0,2.833333333333333
2028,"Another Brick in the Wall, Pt. 1",Pink Floyd,Pop/Rock,Roger Waters,1979,7,9,3.333333333333333
2029,Embryo,Pink Floyd,Spiritual,Roger Waters,1983,6,0,3.3
2030,Arnold Layne,Pink Floyd,Pop/Rock,Syd Barrett,1970,13,10,3.125
2031,Breathe,Pink Floyd,Pop/Rock,David Gilmour,1972,8,14,3.1666666666666665
2032,"Shine on You Crazy Diamond, Pts. 1-5",Pink Floyd,Pop/Rock,David Gilmour,1975,6,3,3.8
2033,Interstellar Overdrive,Pink Floyd,Pop/Rock,Syd Barrett,1968,7,13,2.75
2034,Me Libere,El Gran Combo de Puerto Rico,Happy,Julio Castro,2001,2,1,2.5
2035,Don't Worry Be Happy,Bobby McFerrin,Jazz,Bobby McFerrin,1988,226,64,2.3857142857142857
2036,"Don't Worry, Be Happy",Bobby McFerrin,Jazz,Bobby McFerrin,1988,11,6,2.6666666666666665
2037,Turtle Shoes,Bobby McFerrin,Jazz,Herbie Hancock,1986,9,1,3.1
2038,'Round Midnight,Bobby McFerrin,Jazz,Bernie Hanighen,1990,2,718,2.5
2039,Drive,Bobby McFerrin,Jazz,Bobby McFerrin,1988,6,1,2.75
2040,Another Night in Tunisia,Bobby McFerrin,Jazz,Dizzy Gillespie,1995,6,4,3.0
2041,Drive My Car,Bobby McFerrin,Jazz,John Lennon,1988,5,78,3.25
2042,Blue Bossa,Bobby McFerrin,Jazz,Kenny Dorham,1996,4,137,3.25
2043,Walkin',Bobby McFerrin,Jazz,Richard Carpenter,1986,4,104,3.0
2044,Blackbird,Bobby McFerrin,Vocal,John Lennon,1984,2,333,2.0
2045,Common Threads,Bobby McFerrin,Children's,Bobby McFerrin,1990,7,0,2.25
2046,Fertile Field,Bobby McFerrin,Jazz,Gil Goldstein,2002,5,0,2.0
2047,First Nowell (English),King's College Choir of Cambridge,Classical,Traditional,1996,6,51,3.4
2048,In the Bleak Midwinter,King's College Choir of Cambridge,Classical,Harold Darke,1962,9,32,3.75
2049,Once in Royal David's City,King's College Choir of Cambridge,Calm/Peaceful,Henry John Gauntlett,1990,9,65,4.0
2050,Three Kings,King's College Choir of Cambridge,Classical,Peter Cornelius,1990,8,26,4.0
2051,Holly and the Ivy (English),King's College Choir of Cambridge,Classical,Traditional,1994,7,49,3.083333333333333
2052,O Come All Ye Faithful,King's College Choir of Cambridge,Spiritual,Frederick Oakeley,1962,7,432,3.75
2053,"In dulci jubilo, chorale setting for 4 voices, BWV 368 (BC F110)",King's College Choir of Cambridge ,Classical,Johann Sebastian Bach,1995,2,6,3.0
2054,"All my hope on God is founded (tune: Michael), for chorus",Stephen Cleobury ,Optimistic,Robert Bridges,2001,1,0,2.7683596924826177
2055,"Requiem, for 2 solo voices, chorus, organ & orchestra, Op. 48~In paradisum",Stephen Cleobury ,Classical,Gabriel Fauré,2004,1,3,2.5
2056,"Come Down, O Love Divine, hymn (""Down Ampney"")",Stephen Cleobury ,Cheerful,Ralph Vaughan Williams,2001,1,4,2.7683596924826177
2057,God Rest You Merry Gentlemen,King's College Choir of Cambridge,Soothing,Traditional,1984,5,64,4.25
2058,"Sussex Carol (""On Christmas Night"")",King's College Choir of Cambridge,Classical,Traditional,1994,5,21,3.25
2059,Blue Skirt Waltz,Frankie Yankovic,Easy Listening,Vaclav Blaha,1985,15,15,2.9285714285714284
2060,Beer Barrel Polka,Frankie Yankovic,Easy Listening,Lew Brown,1985,11,28,2.9166666666666665
2061,Just Because,Frankie Yankovic,Easy Listening,Leo Robin,1985,9,2,2.75
2062,Who Stole the Keeshka?,Frankie Yankovic,Easy Listening,Walter Dana,1987,8,8,3.5
2063,Hoop-Dee-Doo,Frankie Yankovic,Easy Listening,Milton Delugg,1983,7,27,3.1
2064,Cafe Polka,Frankie Yankovic,Easy Listening,John Pecon,1983,6,1,3.0
2065,In Heaven There Is No Beer,Frankie Yankovic,Easy Listening,Joey Miskulin,1983,6,2,2.875
2066,"Dance, Dance, Dance",Frankie Yankovic,Easy Listening,Joe Trollie,1994,6,0,3.25
2067,Too Fat Polka,Frankie Yankovic,Easy Listening,R.A. Maclean,1989,5,3,3.125
2068,Bar Room Polka,Frankie Yankovic,Easy Listening,Vaughn Horton,1983,5,5,3.1666666666666665
2069,Pennsylvania Polka,Frankie Yankovic,Happy,Lester Lee,1983,8,40,2.8
2070,Girl I Left Behind,Frankie Yankovic,Easy Listening,William Lausche,1995,4,1,3.5
2071,Smile Sweetheart Smile,Frankie Yankovic,Easy Listening,Walter Dana,1995,3,1,3.5
2072,Just Another Polka,Frankie Yankovic,Easy Listening,Milton Delugg,1990,6,10,3.5
2073,Jo Ann Waltz,Frankie Yankovic,Easy Listening,John Pecon,2000,2,0,3.5
2074,Basketball,Kurtis Blow,Rap,Kurtis Blow,1984,7,0,3.25
2075,Aj Scratch,Kurtis Blow,Rap,Kurtis Blow,1984,8,0,3.2142857142857144
2076,I'm Chillin',Kurtis Blow,Rap,Kurtis Blow,1986,4,1,2.75
2077,Throughout Your Years,Kurtis Blow,Rap,Kurtis Blow,1980,2,0,4.0
2078,Tough,Kurtis Blow,Rap,"Robert Ford, Jr.",1982,2,0,4.5
2079,If I Ruled the World,Kurtis Blow,Rap,Kurtis Blow,1986,2,1,3.25
2080,8 Million Stories,Kurtis Blow,Rap,Kurtis Blow,1984,1,0,2.5
2081,Party Time,Kurtis Blow,Rap,Kurtis Blow,1994,1,0,4.5
2082,America,Kurtis Blow,Rap,Kurtis Blow,1994,1,0,4.5
2083,"Breaks, Pt. 1",Kurtis Blow,Rap,Kurtis Blow,2001,2,0,3.0
2084,My Tribute,Andraé Crouch,Religious,Andraé Crouch,1978,32,54,2.647058823529412
2085,Soon and Very Soon,Andraé Crouch,Religious,Andraé Crouch,1982,19,37,3.0
2086,Just Like He Said He Would,Andraé Crouch,Religious,Andraé Crouch,1975,12,2,3.083333333333333
2087,Jesus Is the Answer,Andraé Crouch,Religious,Andraé Crouch,1993,9,14,2.75
2088,Perfect Peace,Andraé Crouch,Religious,Andraé Crouch,1978,6,3,2.2
2089,This Is Another Day,Andraé Crouch,Religious,Andraé Crouch,1978,9,2,2.5
2090,I'm Gonna Keep on Singin',Andraé Crouch,Religious,Andraé Crouch,1990,5,1,3.0
2091,Bless His Holy Name,Andraé Crouch,Religious,Andraé Crouch,1990,9,11,2.583333333333333
2092,Jesus Is Lord,Andraé Crouch,Religious,Andraé Crouch,1979,7,2,2.75
2093,Bring Back the Days of Yea and Nay,Winans,Religious,Marvin Winans,1984,9,1,3.25
2094,Ain't No Need to Worry,Winans,Religious,Marvin Winans,1987,3,7,2.6666666666666665
2095,Tomorrow,Winans,Religious,Carvin Winans,1983,18,3,2.9615384615384617
2096,Restoration,Winans,Religious,Marvin Winans,1981,13,5,3.0
2097,Question Is,Winans,R&B,Marvin Winans,1981,17,4,2.9375
2098,Uphold Me,Winans,Religious,Fred Manns,1984,12,3,3.071428571428572
2099,Long Time Comin' (Holdin' On),Winans,Religious,Marvin Winans,1983,8,1,2.9166666666666665
2100,Don't Be Deceived,Winans,Religious,Marvin Winans,1983,3,0,2.1666666666666665
2101,When You Cry,Winans,R&B,Leroy Hyter,1990,1,0,1.0
2102,It's Time,Winans,Electronic,Bernard Bell,1990,1,0,1.0
2103,Friend,Winans,Electronic,Bernard Bell,1990,1,0,1.0
2104,Don't Leave Me,Winans,Religious,Harry Nilsson,1990,1,0,1.0
2105,Heart & Soul,Winans,R&B,Carvin Winans,1995,1,0,2.7683596924826177
2106,Payday,Winans,Electronic,Wayman Tisdale,1993,1,1,2.7683596924826177
2107,Gangster of Love,"Johnny ""Guitar"" Watson",Blues,"Johnny ""Guitar"" Watson",1963,23,17,3.3684210526315788
2108,"Those Lonely, Lonely Nights","Johnny ""Guitar"" Watson",Blues,Earl King,1963,15,10,3.5
2109,Superman Lover,"Johnny ""Guitar"" Watson",R&B,Reynaldo Rey,1976,14,0,3.2
2110,Real Mother For Ya,"Johnny ""Guitar"" Watson",Blues,"Johnny ""Guitar"" Watson",1977,14,8,3.3846153846153846
2111,I Need It,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1976,13,2,3.409090909090909
2112,Cuttin' In,"Johnny ""Guitar"" Watson",Blues,"Johnny ""Guitar"" Watson",1963,12,12,3.611111111111111
2113,Three Hours Past Midnight,"Johnny ""Guitar"" Watson",Blues,Sam Ling,1985,16,2,3.5
2114,What the Hell Is This?,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1979,9,0,3.4285714285714284
2115,Telephone Bill,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1980,9,0,3.4375
2116,Ain't That a Bitch,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1976,14,1,3.5
2117,Love Jones,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1980,8,0,3.571428571428572
2118,Funk Beyond the Call of Duty,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1977,13,0,3.0
2119,Bow Wow,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1994,6,0,2.583333333333333
2120,Love That Will Not Die,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1977,9,0,3.375
2121,Booty Ooty,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1980,9,1,3.25
2122,Tarzan,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1977,9,0,3.5625
2123,Lone Ranger,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1980,8,0,3.571428571428572
2124,She Moves Me,"Johnny ""Guitar"" Watson",Blues,Sam Ling,1975,8,1,3.2857142857142856
2125,You Can Stay But the Noise Must Go,"Johnny ""Guitar"" Watson",R&B,"Johnny ""Guitar"" Watson",1973,8,3,3.0625
2126,Hot Little Mama,"Johnny ""Guitar"" Watson",Blues,Maxwell Davis,1975,7,3,3.4285714285714284
2127,Lover Jones,"Johnny ""Guitar"" Watson",Electronic,"Johnny ""Guitar"" Watson",1977,6,0,3.25
2128,Betcha Don't Know,Najee,Jazz,Rahni Song,1986,13,0,2.5
2129,Tokyo Blue,Najee,Jazz,Najee,1990,4,0,2.833333333333333
2130,Sweet Love,Najee,Jazz,Anita Baker,1986,4,9,1.5
2131,All I'll Ever Ask,Najee,Laid-Back/Mellow,Joshua Kadison,1992,2,3,1.5
2132,Noah's Ark,Najee,Jazz,Najee,1992,3,0,2.5
2133,Najee's Theme,Najee,Easy Listening,Rahni Song,1986,3,0,2.5
2134,I Wish,Najee,Jazz,Stevie Wonder,1995,3,75,3.0
2135,Secret Is Out,Vanessa Bell Armstrong,Religious,John P. Kee,1995,4,0,3.25
2136,I'm Encouraged,Vanessa Bell Armstrong,Religious,John P. Kee,1995,4,0,3.25
2137,What Shall I Render,Vanessa Bell Armstrong,Religious,Traditional,1989,3,0,2.5
2138,Something Inside So Strong,Vanessa Bell Armstrong,Religious,Labi Siffre,1989,2,23,3.25
2139,You Bring Out the Best in Me,Vanessa Bell Armstrong,R&B,Loris Holland,1987,1,0,2.5
2140,Something on the Inside,Vanessa Bell Armstrong,R&B,Dave Robinson,1993,1,0,2.5
2141,Denied Stone,Vanessa Bell Armstrong,R&B,Marvin Winans,1987,5,1,3.25
2142,Good News Blues,Vanessa Bell Armstrong,Religious,John P. Kee,1995,1,0,2.5
2143,Keep on the Sunny Side,Carter Family,Country,A.P. Carter,1928,24,53,3.6176470588235294
2144,Can the Circle Be Unbroken (Bye and Bye),Carter Family,Country,A.P. Carter,1935,24,1,3.34375
2145,Wabash Cannonball,Carter Family,Country,A.P. Carter,1962,18,96,3.807692307692308
2146,John Hardy Was a Desperate Little Man,Carter Family,Folk,A.P. Carter,1993,18,6,3.7142857142857135
2147,Worried Man Blues,Carter Family,Country,A.P. Carter,1930,18,25,3.576923076923077
2148,"Single Girl, Married Girl",Carter Family,Country,A.P. Carter,1993,17,10,3.8461538461538463
2149,Hello Stranger,Carter Family,Country,A.P. Carter,1991,17,31,3.357142857142857
2150,Bury Me Under the Weeping Willow,Carter Family,Country,A.P. Carter,1928,16,4,3.888888888888889
2151,I'm Thinking Tonight of My Blue Eyes,Carter Family,Country,A.P. Carter,1929,16,6,3.7142857142857135
2152,Anchored in Love,Carter Family,Country,A.P. Carter,1993,15,5,3.5
2153,My Dixie Darling,Carter Family,Country,A.P. Carter,1991,14,13,3.423076923076923
2154,Lonesome Valley,Carter Family,Country,A.P. Carter,1931,12,11,3.8125
2155,Coal Miner's Blues,Carter Family,Country,A.P. Carter,1991,13,8,3.5
2156,Cannonball,Carter Family,Country,A.P. Carter,1995,12,3,3.7222222222222223
2157,No Depression in Heaven,Carter Family,Country,A.P. Carter,2000,12,8,3.65
2158,Storms Are on the Ocean,Carter Family,Country,A.P. Carter,1990,12,31,3.8181818181818175
2159,"Paint It, Black",Rolling Stones,Pop/Rock,Mick Jagger,1964,166,178,3.7857142857142856
2160,(I Can't Get No) Satisfaction,Rolling Stones,Country,Mick Jagger,1965,113,114,4.166666666666667
2161,Sympathy for the Devil,Rolling Stones,Pop/Rock,Mick Jagger,1968,83,69,3.40625
2162,Start Me Up,Rolling Stones,Pop/Rock,Mick Jagger,1981,80,25,3.333333333333333
2163,Gimme Shelter,Rolling Stones,Pop/Rock,Mick Jagger,1969,63,77,3.289473684210526
2164,Brown Sugar,Rolling Stones,Pop/Rock,Mick Jagger,1971,51,39,3.625
2165,Jumpin' Jack Flash,Rolling Stones,Pop/Rock,Mick Jagger,1968,46,74,3.725
2166,Honky Tonk Women,Rolling Stones,Pop/Rock,Mick Jagger,1969,32,76,3.6052631578947367
2167,You Can't Always Get What You Want,Rolling Stones,Pop/Rock,Mick Jagger,1968,35,51,3.4761904761904763
2168,Wild Horses,Rolling Stones,Pop/Rock,Mick Jagger,1971,51,80,3.46875
2169,Angie,Rolling Stones,Pop/Rock,Mick Jagger,1973,50,51,3.333333333333333
2170,Street Fighting Man,Rolling Stones,Pop/Rock,Mick Jagger,1968,28,23,3.6176470588235294
2171,Tumbling Dice,Rolling Stones,Pop/Rock,Mick Jagger,1972,21,14,3.3666666666666667
2172,Miss You,Rolling Stones,Pop/Rock,Mick Jagger,1978,30,44,3.4285714285714284
2173,Beast Of Burden,Rolling Stones,Pop/Rock,Mick Jagger,1978,41,25,3.2916666666666665
2174,Midnight Rambler,Rolling Stones,Pop/Rock,Mick Jagger,1969,21,7,3.75
2175,Ruby Tuesday,Rolling Stones,Pop/Rock,Mick Jagger,1967,32,74,3.6875
2176,Let's Spend the Night Together,Rolling Stones,Pop/Rock,Mick Jagger,1967,23,52,3.588235294117647
2177,Get off of My Cloud,Rolling Stones,Pop/Rock,Mick Jagger,1965,24,19,3.875
2178,Under My Thumb,Rolling Stones,Pop/Rock,Mick Jagger,1965,24,51,3.7666666666666666
2179,Happy,Rolling Stones,Pop/Rock,Mick Jagger,1972,11,12,3.555555555555556
2180,It's Only Rock 'N Roll (But I Like It),Rolling Stones,Pop/Rock,Mick Jagger,1974,12,11,3.071428571428572
2181,She's a Rainbow,Rolling Stones,Pop/Rock,Mick Jagger,1967,23,11,3.576923076923077
2182,All Down the Line,Rolling Stones,Pop/Rock,Mick Jagger,1972,11,2,3.4444444444444446
2183,G.W.,Eric Dolphy,Jazz,Eric Dolphy,1960,18,6,3.4545454545454546
2184,Hat and Beard,Eric Dolphy,Jazz,Eric Dolphy,1964,13,18,2.9166666666666665
